Proveedor,Requisicion,Orden_Compra,Descripción ,Cantidad_material,Precio_Total,Fecha_compra,Fecha_estimada_entrega,Dias_acordados_entrega,Fecha_entrega,Tiempo_retraso,Status_Cumplimiento
"MISTER TORNILLO, S. A. DE C.V.",2764,2512,TEFLON 1/2,39,$1835,2025-02-27 00:00:00,2025-03-06 00:00:00,7,2025-03-04 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2764,2512,TORNILLO GALVANIZADO (SIN PAVONAR),158,$1835,2025-02-27 00:00:00,2025-03-06 00:00:00,7,2025-03-04 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2764,2512,TORNILLO PARA VENTILADOR MODULOS,59,$1835,2025-02-27 00:00:00,2025-03-06 00:00:00,7,2025-03-12 00:00:00,6,Retraso
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,OPRESOR ALLEN FINO 1/2,30,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,PIJA  FIJAR ELEMENTOS  INTERIOR MODULOS,200,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-14 00:00:00,6,Retraso
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,PIJA PARA CULCAS,30,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,RONDANA  PRESION VENTILADOR MODULOS,100,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,RONDANA PLANA ESTANDAR GALVANIZADA 3/16,50,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,RONDANA PLANA GALVANIZADA,40,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,RONDANA PLANA GALVANIZADA ALA ANCHA,60,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,RONDANA PLANA TORNILLO HEXAGONAL,100,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,RONDANA PRESION  TORNILLO CABEZA ALLEN,370,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TAQUETE EXPANSOR 3/8,60,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO  PARA SENSOR PRESION-TARJETA,50,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO C.HEXAGONAL (GABINETES),100,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO CABEZA ALLEN MODULOS,350,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO DISIPADOR Y FUENTE MSM,50,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO GALVANIZADO (SIN PAVONAR),50,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO HEXAGONAL ESTANDAR 3X8 X 4,20,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO HEXAGONAL ESTANDAR 3X8X3,70,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO PARA VENTILADOR MODULOS,30,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-14 00:00:00,6,Retraso
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TORNILLO VENTILADOR GPE,30,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TUERCA HEXAGONAL ESTANDAR GALVANIZADA,50,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TUERCA TORNILLO CABEZA ALLEN,360,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TUERCA TORNILLO HEXAGONAL,100,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TUERCA TORNILLO VENTILADOR GPE,30,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2973,2723,TUERCA TORNILLO VENTILADOR/DISIPADOR,100,$5239,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-06 00:00:00,-2,Cumplio
MUNDO IN,2865,2611,SILLA SECRETARIAL JM-108 MESH NEGRO,6,$6594,2025-05-21 00:00:00,2025-05-28 00:00:00,7,2025-05-27 00:00:00,-1,Cumplio
NEWARK,2377,2140,VCC (VISUAL COMMUNICATIONS COMPANY) PCL2 212V150B,17,$257,2024-03-05 00:00:00,2024-03-12 00:00:00,7,2024-03-07 00:00:00,-5,Cumplio
NUEVA AERONAUTICA PROFESIONAL S.A. DE C.V.,2994,2744,CALIBRACIÓN DE MULTIMETRO DIGITAL,1,$1508,2025-10-21 00:00:00,2025-10-28 00:00:00,7,2025-10-29 00:00:00,1,Retraso
PATO BAEZA SA DE CV,2812,2557,CANALETA RANURADA 60X60,8,$2304,2025-04-03 00:00:00,2025-04-10 00:00:00,7,2025-04-07 00:00:00,-3,Cumplio
PEEA (PROVEEDORA DE EQUIPOS ELECTROMECÁNICOS Y AUTOMATIZACIÓN S.A. DE C.V.),3014,2758,VARIADOR GA500 DE PAR CONSTANTE,1,$8584,2025-11-10 00:00:00,2025-11-17 00:00:00,7,2025-11-21 00:00:00,4,Retraso
POLIFORMAS PLASTICAS SA. DE CV.,2638,2392,CATALIZADOR PARA CAUCHO TP 20 GR.,2,$622,2024-09-25 00:00:00,2024-10-02 00:00:00,7,2024-09-25 00:00:00,-7,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2638,2392,CATALIZADOR PARA RESINA  PP-70X60   20 GR.,1,$622,2024-09-25 00:00:00,2024-10-02 00:00:00,7,2024-09-25 00:00:00,-7,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2638,2392,CAUCHO DE SILICON P-48 (CONTENIDO 1 KG),2,$622,2024-09-25 00:00:00,2024-10-02 00:00:00,7,2024-09-25 00:00:00,-7,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2638,2392,DILUYENTE PARA RESINA PP-70X60 (MONOMERO DE ESTIRENO),1,$622,2024-09-25 00:00:00,2024-10-02 00:00:00,7,2024-09-25 00:00:00,-7,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2638,2392,DILUYENTE SILICON,2,$622,2024-09-25 00:00:00,2024-10-02 00:00:00,7,2024-09-25 00:00:00,-7,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2638,2392,RESINA PP-70X60,1,$622,2024-09-25 00:00:00,2024-10-02 00:00:00,7,2024-09-25 00:00:00,-7,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2711,2463,CATALIZADOR PARA CAUCHO TP 20 GR.,1,$456,2024-11-26 00:00:00,2024-12-03 00:00:00,7,2024-12-11 00:00:00,8,Retraso
POLIFORMAS PLASTICAS SA. DE CV.,2711,2463,CAUCHO DE SILICON P-48 (CONTENIDO 1 KG),1,$456,2024-11-26 00:00:00,2024-12-03 00:00:00,7,2024-12-11 00:00:00,8,Retraso
POLIFORMAS PLASTICAS SA. DE CV.,2711,2463,DILUYENTE SILICON,1,$456,2024-11-26 00:00:00,2024-12-03 00:00:00,7,2024-12-11 00:00:00,8,Retraso
PRAXAIR,2397,2164,GAS DE CALIBRACION PATRON BAJA,1,$21362,2024-03-26 00:00:00,2024-04-02 00:00:00,7,2024-04-01 00:00:00,-1,Cumplio
PRAXAIR,2397,2164,MANTENIMIENTO ANUAL,2,$21362,2024-03-26 00:00:00,2024-04-02 00:00:00,7,2024-04-01 00:00:00,-1,Cumplio
PRAXAIR,2397,2164,RENTA ANUAL CILINDRO,2,$21362,2024-03-26 00:00:00,2024-04-02 00:00:00,7,2024-04-01 00:00:00,-1,Cumplio
PRAXAIR,2835,2585,GAS DE CALIBRACION PATRON BAJA,1,$15235,2025-04-30 00:00:00,2025-05-07 00:00:00,7,2025-05-02 00:00:00,-5,Cumplio
PRAXAIR,3002,2754,GAS DE CALIBRACION PATRON ALTA,1,$15235,2025-10-29 00:00:00,2025-11-05 00:00:00,7,2025-11-03 00:00:00,-2,Cumplio
PUBLICIDAD METALICA JIMENEZ,3032,2782,ETIQUETA VINIL IMPRESO EN ALTA RESO.C/SUAJE (OBDII),3,$592,2025-12-16 00:00:00,2025-12-23 00:00:00,7,2025-12-16 00:00:00,-7,Cumplio
PUBLISELLOS,2747,2498,SELLO CON FECHADOR,2,$766,2025-02-12 00:00:00,2025-02-19 00:00:00,7,2025-02-25 00:00:00,6,Retraso
SHANGAI SONGJIANG JIUFU SHOCK ABSORBER,2483,2260,SOPORTES PARA BANCA,101,$98,2024-06-10 00:00:00,2024-06-17 00:00:00,7,2024-06-18 00:00:00,1,Retraso
STEREN S.A DE C.V,2526,2285,MULTIMETRO DIGITAL,3,$1107,2024-06-25 00:00:00,2024-07-02 00:00:00,7,2024-06-28 00:00:00,-4,Cumplio
STEREN S.A DE C.V,2526,2285,MULTIMETRO PROFESIONAL,1,$1107,2024-06-25 00:00:00,2024-07-02 00:00:00,7,2024-06-28 00:00:00,-4,Cumplio
STEREN S.A DE C.V,2526,2285,PROBADOR DE CABLE DE RED Y TELEFONICO,1,$1107,2024-06-25 00:00:00,2024-07-02 00:00:00,7,2024-06-28 00:00:00,-4,Cumplio
STEREN S.A DE C.V,2545,2304,BANCO DE TERMINALES 12 VIAS,13,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,BASE PARA CIRCUITO INTEGRADO 18 VIAS,19,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,BASE PARA CIRCUITO INTEGRADO 40 VIAS,29,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,CABLE TOMACORRIENTE,4,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,CAPACITOR ELECTROLITICO 1000MF 25V,9,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,CAPACITOR ELECTROLITICO 2200MF 25V,12,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,COPLE DB15 MONITOR,8,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,CUBIERTA PARA DB9,37,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,DB9 HEMBRA PARA SOLDAR,30,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,DESOLDADOR,5,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,JACK CANNON METALICO,22,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,LED 3MM VERDE,19,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,MICROSWITCH VERTICAL DE PUSH 2 TERMINALES,15,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,PILA ALCALINA 9V (CUADRADA),9,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,PILA ALCALINA DOBLE A,10,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,PILA ALCALINA TRIPLE A,12,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,PLUG CANNON METALICO,28,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,PORTA FUSIBLE,11,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,SWITCH BALANCIN BTS-18,17,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,TOMACORRIENTE P/CHASIS,13,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,TOMACORRIENTE P/CPU,10,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2545,2304,TRANSFORMADOR,5,$5031,2024-07-11 00:00:00,2024-07-18 00:00:00,7,2024-07-12 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2892,2641,CAUTIN TIPO LAPIZ 40W,2,$299,2025-07-02 00:00:00,2025-07-09 00:00:00,7,2025-07-03 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2892,2641,INTERRUPTOR MINIATURA,14,$299,2025-07-02 00:00:00,2025-07-09 00:00:00,7,2025-07-03 00:00:00,-6,Cumplio
STEREN S.A DE C.V,2892,2641,PASACABLE DE HULE 5.5MM,20,$299,2025-07-02 00:00:00,2025-07-09 00:00:00,7,2025-07-03 00:00:00,-6,Cumplio
STEREN S.A DE C.V,3005,2755,DESOLDADOR,3,$986,2025-10-30 00:00:00,2025-11-06 00:00:00,7,2025-11-03 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3005,2755,PILA ALCALINA DOBLE A,3,$986,2025-10-30 00:00:00,2025-11-06 00:00:00,7,2025-11-03 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3005,2755,PILA ALCALINA TRIPLE A,3,$986,2025-10-30 00:00:00,2025-11-06 00:00:00,7,2025-11-03 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3005,2755,PILA DE LITIO BAT-CR2032,1,$986,2025-10-30 00:00:00,2025-11-06 00:00:00,7,2025-11-03 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3005,2755,TERMINAL DE OJILLO 3/16,100,$986,2025-10-30 00:00:00,2025-11-06 00:00:00,7,2025-11-03 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3005,2755,THERMOFIT 3/32,25,$986,2025-10-30 00:00:00,2025-11-06 00:00:00,7,2025-11-03 00:00:00,-3,Cumplio
SYSCOM S.A. DE CV,2367,2130,BALA IP 4 MP/ LENTE 2.8 MM/30 MTS IR EXIR/IP67/H.265+,54,$118424,2024-02-28 00:00:00,2024-03-06 00:00:00,7,2024-02-29 00:00:00,-6,Cumplio
SYSCOM S.A. DE CV,2367,2130,HDD 6TB 5400RPM P/VIDEOVIGILANCIA,9,$118424,2024-02-28 00:00:00,2024-03-06 00:00:00,7,2024-02-29 00:00:00,-6,Cumplio
SYSCOM S.A. DE CV,2367,2130,NVR 4MP WIFI/8 CANALES DE VIDEO / SOP.1HDD,9,$118424,2024-02-28 00:00:00,2024-03-06 00:00:00,7,2024-02-29 00:00:00,-6,Cumplio
SYSCOM S.A. DE CV,2388,2151,BATERIA D/RESP RECARG 4.5AH 12VCD (PAQUETE DE 5 BATERIAS),6,$3882,2024-03-14 00:00:00,2024-03-21 00:00:00,7,2024-03-15 00:00:00,-6,Cumplio
SYSCOM S.A. DE CV,2476,2252,BATERIA 12V 7AH,20,$8531,2024-06-03 00:00:00,2024-06-10 00:00:00,7,2024-06-03 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2476,2252,BATERIA D/RESP RECARG 4.5AH 12VCD,24,$8531,2024-06-03 00:00:00,2024-06-10 00:00:00,7,2024-06-03 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,DETECTOR FOTOELÉCTRICO DE 7M DE ALCANCE,48,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,"GABINETE DE PARED FIJO, PUERTA PERFORADA, RACK 19IN, DE 12 UNIDADES DE RACK",9,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,"GABINETE DE PARED FIJO, PUERTA PERFORADA, RACK 19IN, DE 12 UNIDADES DE RACK",13,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-22 00:00:00,-5,Cumplio
SYSCOM S.A. DE CV,2516,2278,HDD 6TB 5400RPM P/VIDEOVIGILANCIA,12,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,LAZO MAGN.P/BARRERA VEHIC. 4MTS,10,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,NVR 4MP WIFI/8 CANALES DE VIDEO / SOP.1HDD,12,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,PANEL DE PARCHEO DE IMPACTO (110) SIN BLINDAJE DE 24 PUERTOS,2,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,SWITCH POE+EASY SMART 16 PUERTOS 10/100/1000 MBPS 8 PUERTOS,2,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2516,2278,TOMACORRIENTE D/1U 10 CONTACTOS P/RACK,1,$67730,2024-06-20 00:00:00,2024-06-27 00:00:00,7,2024-06-20 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2523,2283,BATERIA D/RESP RECARG 4.5AH 12VCD (PAQUETE DE 5 BATERIAS),3,$2578,2024-06-21 00:00:00,2024-06-28 00:00:00,7,2024-06-24 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2558,2315,BATERIA 12V 7AH,14,$17607,2024-07-19 00:00:00,2024-07-26 00:00:00,7,2024-07-23 00:00:00,-3,Cumplio
SYSCOM S.A. DE CV,2558,2315,UPS NO BREAK 1500VA/900W 6 CONTACTOS NEMA 5-15R C/PANTALLA LCD,6,$17607,2024-07-19 00:00:00,2024-07-26 00:00:00,7,2024-07-23 00:00:00,-3,Cumplio
SYSCOM S.A. DE CV,2659,2416,BATERIA D/RESP RECARG 4.5AH 12VCD (PAQUETE DE 5 BATERIAS),1,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-07 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2659,2416,DETECTOR FOTOELÉCTRICO DE 7M DE ALCANCE,2,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-04 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2659,2416,ELIMINADOR DE VOLTAJE 12V,16,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-07 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2659,2416,"GABINETE DE PARED FIJO, PUERTA PERFORADA, RACK 19IN, DE 12 UNIDADES DE RACK",2,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-04 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2659,2416,PATCH PANEL SIN BLINDAJE 24 PUERTOS CAT6A CN BARRA P/ORGANIZAR,2,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-07 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2659,2416,SWITCH GIGABIT NO ADMINISTRABLE DE 16 PUERTOS,2,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-07 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2659,2416,TOMACORRIENTE D/1U 10 CONTACTOS P/RACK,2,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-07 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2659,2416,UPS NO BREAK 1500VA/900W 6 CONTACTOS NEMA 5-15R C/PANTALLA LCD,2,$20563,2024-10-04 00:00:00,2024-10-11 00:00:00,7,2024-10-07 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2727,2480,BATERIA D/RESP RECARG 4.5AH 12VCD (PAQUETE DE 5 BATERIAS),4,$3319,2024-12-19 00:00:00,2024-12-26 00:00:00,7,2024-12-23 00:00:00,-3,Cumplio
SYSCOM S.A. DE CV,2743,2494,BATERIA D/RESP RECARG 4.5AH 12VCD (PAQUETE DE 5 BATERIAS),4,$3384,2025-01-31 00:00:00,2025-02-07 00:00:00,7,2025-01-31 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2877,2623,BATERIA 12V 7AH,13,$2831,2025-06-04 00:00:00,2025-06-11 00:00:00,7,2025-06-05 00:00:00,-6,Cumplio
SYSCOM S.A. DE CV,2899,2648,BATERIA 12V 7AH,16,$3526,2025-07-17 00:00:00,2025-07-24 00:00:00,7,2025-07-17 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2904,2653,"BATERIA AGM/VRLA, 12 VCD;5.5 AH",15,$2418,2025-07-22 00:00:00,2025-07-29 00:00:00,7,2025-07-23 00:00:00,-6,Cumplio
SYSCOM S.A. DE CV,2917,2665,CHAROLA AJUSTABLE P/RACK 19IN 4 POSTES 1U,3,$20023,2025-08-01 00:00:00,2025-08-08 00:00:00,7,2025-08-01 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2917,2665,GAB C/RACK 19IN 24U PUERTA D/CRISTAL LATERALES DESMONTABLE,1,$20023,2025-08-01 00:00:00,2025-08-08 00:00:00,7,2025-08-04 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2917,2665,UPS NO BREAK 1500VA/900W 6 CONTACTOS NEMA 5-15R C/PANTALLA LCD,1,$20023,2025-08-01 00:00:00,2025-08-08 00:00:00,7,2025-08-04 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2930,2672,"CHAROLA P/RACK D 19 IN 34 CM, 1U",6,$19927,2025-08-12 00:00:00,2025-08-19 00:00:00,7,2025-08-12 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2930,2672,GAB C/RACK 19IN 24U PUERTA D/CRISTAL LATERALES DESMONTABLE,1,$19927,2025-08-12 00:00:00,2025-08-19 00:00:00,7,2025-08-12 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2930,2672,TOMACORRIENTE D/1U 10 CONTACTOS P/RACK,2,$19927,2025-08-12 00:00:00,2025-08-19 00:00:00,7,2025-08-12 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2930,2672,UPS NO BREAK 1500VA/900W 6 CONTACTOS NEMA 5-15R C/PANTALLA LCD,1,$19927,2025-08-12 00:00:00,2025-08-19 00:00:00,7,2025-08-12 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2946,2695,"BATERIA 12V 9AH, PARA RESPALDO TEC. AGM/VRLA",5,$2367,2025-08-29 00:00:00,2025-09-05 00:00:00,7,2025-09-01 00:00:00,-4,Cumplio
SYSCOM S.A. DE CV,2960,2708,"BATERIA AGM/VRLA, 12 VCD;5.5 AH",10,$9634,2025-09-08 00:00:00,2025-09-15 00:00:00,7,2025-09-08 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2960,2708,CONTACTO MAGNETICO INALAMBRICO 2 ZONAS,3,$9634,2025-09-08 00:00:00,2025-09-15 00:00:00,7,2025-09-08 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2960,2708,TOMACORRIENTE D/1U 10 CONTACTOS P/RACK,2,$9634,2025-09-08 00:00:00,2025-09-15 00:00:00,7,2025-09-08 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2960,2708,UPS NO BREAK 1500VA/900W 6 CONTACTOS NEMA 5-15R C/PANTALLA LCD,2,$9634,2025-09-08 00:00:00,2025-09-15 00:00:00,7,2025-09-08 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2975,2726,"BATERIA AGM/VRLA, 12 VCD;5.5 AH",24,$7155,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-01 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2975,2726,ELIMINADOR DE VOLTAJE 12V,10,$7155,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-01 00:00:00,-7,Cumplio
SYSCOM S.A. DE CV,2975,2726,TOMACORRIENTE D/1U 10 CONTACTOS P/RACK,3,$7155,2025-10-01 00:00:00,2025-10-08 00:00:00,7,2025-10-01 00:00:00,-7,Cumplio
UNIT ELECTRONICS,2751,2499,AMPLIFICADOR PRESICIÓN AD620AN,32,$4854,2025-02-13 00:00:00,2025-02-20 00:00:00,7,2025-02-13 00:00:00,-7,Cumplio
UNIT ELECTRONICS,2751,2499,AMP-OP ENTRADA BI-FET DOBLE TL 082CP,34,$4854,2025-02-13 00:00:00,2025-02-20 00:00:00,7,2025-02-13 00:00:00,-7,Cumplio
UNIT ELECTRONICS,2751,2499,CI INTERFACE RS-232 C/CONVERT VOLT.,32,$4854,2025-02-13 00:00:00,2025-02-20 00:00:00,7,2025-02-13 00:00:00,-7,Cumplio
UNIT ELECTRONICS,2751,2499,MICROCONTROLADOR PIC16F887-I/P,23,$4854,2025-02-13 00:00:00,2025-02-20 00:00:00,7,2025-02-13 00:00:00,-7,Cumplio
