Reporte,Estado,Centro,Calificación,Fecha Reporte,Atendido,Fecha_Limite_Pago,Fecha Pago,Tiempo hasta pago,Deuda,Pagos,Total,Estado Pago,Fecha Factura,Fecha_Limite_Facturacion,Estatus Facturacion,Dias de Facturación,Falla
41414,15,820,Rodrigo Vega,2025-04-07 00:00:00,2025-04-17 00:00:00,2025-05-17 00:00:00,2025-04-24 00:00:00,7,$0.00,$464.00,$464,✔ Pagado,2025-04-29 00:00:00,2025-05-01 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 1 TACOMETRO DE PINZA
41415,15,820,Rodrigo Vega,2025-04-07 00:00:00,2025-04-10 00:00:00,2025-05-10 00:00:00,2025-04-24 00:00:00,14,$0.00,$1331.56,$1331.56,✔ Pagado,2025-04-29 00:00:00,2025-05-01 00:00:00,✔ Facturado a Tiempo,5,FUGA EN GABINETE (PROBABLE CONECTOR RAPIDO)
41455,35,306,Regulares,2025-04-09 00:00:00,2025-04-17 00:00:00,2025-05-17 00:00:00,2025-04-16 00:00:00,'-1,$0.00,$4696.79,$4696.79,✔ Pagado,2025-04-21 00:00:00,2025-04-23 00:00:00,✔ Facturado a Tiempo,5,"REVISION DE OPACIMETRO EN LABORATORIO, CLIENTE ENVIA POR MENSAJERIA"
41465,13,3,Regulares,2025-04-10 00:00:00,2025-04-14 00:00:00,2025-05-14 00:00:00,2025-05-21 00:00:00,37,$0.00,$2900.00,$2900,❌ Pago Con Atraso,2025-05-26 00:00:00,2025-05-28 00:00:00,✔ Facturado a Tiempo,5,CALIBRACION DINAMICA FASE II
41528,13,1,Regulares,2025-04-16 00:00:00,2025-05-12 00:00:00,2025-06-11 00:00:00,2025-04-30 00:00:00,'-12,$0.00,$14616.00,$14616,✔ Pagado,2025-05-05 00:00:00,2025-05-07 00:00:00,✔ Facturado a Tiempo,5,"REFACCIONES - 2 SENSOR OBDII AMP, 2 TACOMETRO DE PINZA, 4 SENSOR OBDII USB"
41535,13,8,Regulares,2025-04-16 00:00:00,2025-05-12 00:00:00,2025-06-11 00:00:00,2025-04-30 00:00:00,'-12,$0.00,$12528.00,$12528,✔ Pagado,2025-05-05 00:00:00,2025-05-07 00:00:00,✔ Facturado a Tiempo,5,"REFACCIONES - 2 SENSOR OBDII AMP, 2 TACOMETRO DE PINZA, 2 SENSOR OBDII USB"
41536,13,9,Regulares,2025-04-16 00:00:00,2025-05-12 00:00:00,2025-06-11 00:00:00,2025-04-30 00:00:00,'-12,$0.00,$32132.00,$32132,✔ Pagado,2025-05-05 00:00:00,2025-05-07 00:00:00,✔ Facturado a Tiempo,5,"REFACCIONES - 5 SENSOR OBDII AMP, 4 TACOMENTRO DE PINZA, 3 SENSOR DE NO CONTACTO, 4 SENSOR OBDII USB"
41578,9,5,Regulares,2025-04-23 00:00:00,2025-04-23 00:00:00,2025-05-23 00:00:00,2025-04-23 00:00:00,0,$0.00,$9048.00,$9048,✔ Pagado,2025-04-28 00:00:00,2025-04-30 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 3 OBD II DE CAPTURA
41641,9,5,Regulares,2025-05-01 00:00:00,2025-05-24 00:00:00,2025-06-23 00:00:00,2025-06-18 00:00:00,25,$0.00,$43246.66,$43246.66,✔ Pagado,2025-06-23 00:00:00,2025-06-25 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
41660,13,2,Regulares,2025-05-01 00:00:00,2025-05-09 00:00:00,2025-06-08 00:00:00,2025-05-21 00:00:00,12,$0.00,$18789.08,$18789.08,✔ Pagado,2025-05-26 00:00:00,2025-05-28 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -3 LINEAS
41661,13,3,Regulares,2025-05-01 00:00:00,2025-05-08 00:00:00,2025-06-07 00:00:00,2025-05-21 00:00:00,13,$0.00,$31586.22,$31586.22,✔ Pagado,2025-05-26 00:00:00,2025-05-28 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
41666,13,9,Regulares,2025-05-01 00:00:00,2025-05-05 00:00:00,2025-06-04 00:00:00,2025-05-21 00:00:00,16,$0.00,$25052.10,$25052.1,✔ Pagado,2025-05-26 00:00:00,2025-05-28 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
41684,15,849,Rodrigo Vega,2025-05-01 00:00:00,2025-05-29 00:00:00,2025-06-28 00:00:00,2025-05-22 00:00:00,'-7,$0.00,$31176.91,$31176.91,✔ Pagado,2025-05-27 00:00:00,2025-05-29 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
41685,15,850,Rodrigo Vega,2025-05-01 00:00:00,2025-05-22 00:00:00,2025-06-21 00:00:00,2025-05-22 00:00:00,0,$0.00,$31176.91,$31176.91,✔ Pagado,2025-05-27 00:00:00,2025-05-29 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
41708,9,53,MAC´s,2025-05-02 00:00:00,2025-05-09 00:00:00,2025-06-08 00:00:00,2025-05-07 00:00:00,'-2,$0.00,$2625.08,$2625.08,✔ Pagado,2025-05-12 00:00:00,2025-05-14 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 1 SENSOR DE OXIGENO
41730,9,38,MAC´s,2025-05-06 00:00:00,2025-05-09 00:00:00,2025-06-08 00:00:00,2025-05-07 00:00:00,'-2,$0.00,$7859.00,$7859,✔ Pagado,2025-05-12 00:00:00,2025-05-14 00:00:00,✔ Facturado a Tiempo,5,NOX FUERA DE RANGO
41734,9,43,MAC´s,2025-05-06 00:00:00,2025-05-12 00:00:00,2025-06-11 00:00:00,2025-05-07 00:00:00,'-5,$0.00,$7859.00,$7859,✔ Pagado,2025-05-12 00:00:00,2025-05-14 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 1 CELDA DE NOX
41779,15,850,Rodrigo Vega,2025-05-12 00:00:00,2025-05-22 00:00:00,2025-06-21 00:00:00,2025-06-12 00:00:00,21,$0.00,$7954.58,$7954.58,✔ Pagado,2025-06-17 00:00:00,2025-06-19 00:00:00,✔ Facturado a Tiempo,5,OPACIMETRO CON FALSO CONTACTO EN FUENTE
41905,9,22,Regulares,2025-05-26 00:00:00,2025-05-26 00:00:00,2025-06-25 00:00:00,2025-06-04 00:00:00,9,$0.00,$1740.00,$1740,✔ Pagado,2025-06-09 00:00:00,2025-06-11 00:00:00,✔ Facturado a Tiempo,5,NO PASA COMPROBACIÓN DE CALIBRACIÓN.  O2. FUERA DE RANGO
41932,9,11,Regulares,2025-05-28 00:00:00,2025-06-11 00:00:00,2025-07-11 00:00:00,2025-06-06 00:00:00,'-5,$0.00,$1085.76,$1085.76,✔ Pagado,2025-06-11 00:00:00,2025-06-13 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 3 MANGUERAS PARA COMPROBACION DE FUGAS
41953,9,22,Regulares,2025-05-29 00:00:00,2025-06-06 00:00:00,2025-07-06 00:00:00,2025-06-04 00:00:00,'-2,$0.00,$7859.00,$7859,✔ Pagado,2025-06-09 00:00:00,2025-06-11 00:00:00,✔ Facturado a Tiempo,5,NOX FUERA DE RANGO
41959,9,39,Regulares,2025-05-30 00:00:00,2025-06-02 00:00:00,2025-07-02 00:00:00,2025-06-12 00:00:00,10,$0.00,$627.76,$627.76,✔ Pagado,2025-06-17 00:00:00,2025-06-19 00:00:00,✔ Facturado a Tiempo,5,REVISION DE EXTENSION DE OBDII Y TECLADO POR FALSO
41981,9,10,Regulares,2025-06-02 00:00:00,2025-06-13 00:00:00,2025-07-13 00:00:00,2025-06-25 00:00:00,12,$0.00,$51895.99,$51895.99,✔ Pagado,2025-06-30 00:00:00,2025-07-02 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -6 LINEAS
41996,9,85,Regulares,2025-06-02 00:00:00,2025-06-12 00:00:00,2025-07-12 00:00:00,2025-07-09 00:00:00,27,$0.00,$34597.32,$34597.32,✔ Pagado,2025-07-14 00:00:00,2025-07-16 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
42002,13,6,Regulares,2025-06-02 00:00:00,2025-06-11 00:00:00,2025-07-11 00:00:00,2025-06-25 00:00:00,14,$0.00,$31315.13,$31315.13,✔ Pagado,2025-06-30 00:00:00,2025-07-02 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42005,13,9,Regulares,2025-06-02 00:00:00,2025-06-09 00:00:00,2025-07-09 00:00:00,2025-06-25 00:00:00,16,$0.00,$25052.10,$25052.1,✔ Pagado,2025-06-30 00:00:00,2025-07-02 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
42022,15,848,Rodrigo Vega,2025-06-02 00:00:00,2025-06-17 00:00:00,2025-07-17 00:00:00,2025-06-12 00:00:00,'-5,$0.00,$31176.91,$31176.91,✔ Pagado,2025-06-17 00:00:00,2025-06-19 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42029,15,913,Regulares,2025-06-02 00:00:00,2025-06-02 00:00:00,2025-07-02 00:00:00,2025-06-25 00:00:00,23,$0.00,$26655.52,$26655.52,✔ Pagado,2025-06-30 00:00:00,2025-07-02 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42038,17,1716,Regulares,2025-06-02 00:00:00,2025-06-12 00:00:00,2025-07-12 00:00:00,2025-08-06 00:00:00,55,$0.00,$22871.35,$22871.35,❌ Pago Con Atraso,2025-08-11 00:00:00,2025-08-13 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
42236,15,823,Rodrigo Vega,2025-06-19 00:00:00,2025-06-20 00:00:00,2025-07-20 00:00:00,2025-07-17 00:00:00,27,$0.00,$1740.00,$1740,✔ Pagado,2025-07-22 00:00:00,2025-07-24 00:00:00,✔ Facturado a Tiempo,5,NO GENERA EL BLOQUEO EL SENSOR INDUCTIVO DE LA TAPA DE DINAMOMETRO
42367,9,85,Regulares,2025-07-01 00:00:00,2025-07-10 00:00:00,2025-08-09 00:00:00,2025-08-07 00:00:00,28,$0.00,$34597.32,$34597.32,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
42381,15,805,Regulares,2025-07-01 00:00:00,2025-07-11 00:00:00,2025-08-10 00:00:00,2025-07-09 00:00:00,'-2,$0.00,$15993.31,$15993.31,✔ Pagado,2025-07-14 00:00:00,2025-07-16 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -3 LINEAS 11/7/25
42402,15,915,Regulares,2025-07-01 00:00:00,2025-07-08 00:00:00,2025-08-07 00:00:00,2025-07-10 00:00:00,2,$0.00,$25085.51,$25085.51,✔ Pagado,2025-07-15 00:00:00,2025-07-17 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
42456,15,823,Rodrigo Vega,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-08-02 00:00:00,2025-07-17 00:00:00,14,$0.00,$1367.41,$1367.41,✔ Pagado,2025-07-22 00:00:00,2025-07-24 00:00:00,✔ Facturado a Tiempo,5,FUGA EN GAS DE MEDIA
42457,15,823,Rodrigo Vega,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-08-02 00:00:00,2025-07-17 00:00:00,14,$0.00,$1309.41,$1309.41,✔ Pagado,2025-07-22 00:00:00,2025-07-24 00:00:00,✔ Facturado a Tiempo,5,FUGA EN GAS DE BAJA
42460,13,12,Regulares,2025-07-03 00:00:00,2025-04-25 00:00:00,2025-05-25 00:00:00,2025-07-25 00:00:00,91,$0.00,$35480.35,$35480.35,❌ Pago Con Atraso,2025-07-30 00:00:00,2025-08-01 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO - LINEAS ATITALAQUIA
42463,99,100,Regulares,2025-07-03 00:00:00,2025-07-11 00:00:00,2025-08-10 00:00:00,2025-07-09 00:00:00,'-2,$0.00,$696.00,$696,✔ Pagado,2025-07-14 00:00:00,2025-07-16 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 1 FILTRO PARA CALIBRACION MOTORSCAN
42477,9,39,Regulares,2025-07-04 00:00:00,2025-07-07 00:00:00,2025-08-06 00:00:00,2025-08-28 00:00:00,52,$0.00,$8196.56,$8196.56,❌ Pago Con Atraso,2025-09-02 00:00:00,2025-09-04 00:00:00,✔ Facturado a Tiempo,5,NOX FUERA DE RANGO 7/7/25
42487,13,12,Regulares,2025-07-07 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2025-07-25 00:00:00,18,$0.00,$13920.00,$13920,✔ Pagado,2025-07-30 00:00:00,2025-08-01 00:00:00,✔ Facturado a Tiempo,5,VENTA DE 3 BASES PARA OPACIMETRO RED EYE
42501,15,851,Rodrigo Vega,2025-07-08 00:00:00,2025-07-22 00:00:00,2025-08-21 00:00:00,2025-08-07 00:00:00,16,$0.00,$3000.92,$3000.92,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 5 CONECTORES RAPIDOS
42535,15,850,Rodrigo Vega,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-08-10 00:00:00,2025-08-07 00:00:00,27,$0.00,$2857.08,$2857.08,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,"NO APRUEBA CALIBRACION DE GASES, PIERDE CONEXION."
42545,15,850,Rodrigo Vega,2025-07-14 00:00:00,2025-07-24 00:00:00,2025-08-23 00:00:00,2025-08-21 00:00:00,28,$0.00,$290.00,$290,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,NO APROBO CALIBRACION POR NIVEL DE OXIGENO
42551,9,85,Regulares,2025-07-14 00:00:00,2025-07-24 00:00:00,2025-08-23 00:00:00,2025-08-07 00:00:00,14,$0.00,$2320.00,$2320,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,BLOQUEO DE GOBIERNO
42605,15,831,Rodrigo Vega,2025-07-21 00:00:00,2025-07-23 00:00:00,2025-08-22 00:00:00,2025-08-21 00:00:00,29,$0.00,$3364.00,$3364,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 1 EXTENSION DE USO RUDO Y 2 ARNES PARA RPMS
42618,15,821,Rodrigo Vega,2025-07-22 00:00:00,2025-07-28 00:00:00,2025-08-27 00:00:00,2025-08-14 00:00:00,17,$0.00,$1044.00,$1044,✔ Pagado,2025-08-19 00:00:00,2025-08-21 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 1 EXTENSION USO RUDO 10M
42634,15,847,Rodrigo Vega,2025-07-24 00:00:00,2025-07-28 00:00:00,2025-08-27 00:00:00,2025-08-21 00:00:00,24,$0.00,$598.68,$598.68,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - CABLE VGA DE 10 MTS PARA ESTACIÓN 1
42647,15,850,Rodrigo Vega,2025-07-25 00:00:00,2025-07-30 00:00:00,2025-08-29 00:00:00,2025-08-07 00:00:00,8,$0.00,$580.00,$580,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,REVISON DE MODULO DE MUESTRA EN LABORATORIO
42682,13,6,Regulares,2025-10-01 00:00:00,2025-08-02 00:00:00,2025-09-01 00:00:00,2025-10-17 00:00:00,76,$0.00,$40982.80,$40982.8,❌ Pago Con Atraso,2025-10-22 00:00:00,2025-10-24 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 5 CELDA DE NOX
42683,9,22,Regulares,2025-08-01 00:00:00,2025-08-11 00:00:00,2025-09-10 00:00:00,2025-09-10 00:00:00,30,$0.00,$639.00,$639,✔ Pagado,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,REVISION DE EXTENSION OBDII EN LABORATORIO
42685,13,2,Regulares,2025-10-01 00:00:00,2025-10-02 00:00:00,2025-11-01 00:00:00,2025-10-17 00:00:00,15,$0.00,$24589.68,$24589.68,✔ Pagado,2025-10-22 00:00:00,2025-10-24 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 3 CELDA DE NOX
42686,13,3,Regulares,2025-10-01 00:00:00,2025-10-22 00:00:00,2025-11-21 00:00:00,2025-10-17 00:00:00,'-5,$0.00,$40982.80,$40982.8,✔ Pagado,2025-10-22 00:00:00,2025-10-24 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 5 CELDA DE NOX
42688,13,7,Regulares,2025-10-01 00:00:00,2025-10-22 00:00:00,2025-11-21 00:00:00,2025-10-17 00:00:00,'-5,$0.00,$32786.24,$32786.24,✔ Pagado,2025-10-22 00:00:00,2025-10-24 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 4 CELDA DE NOX
42690,13,9,Regulares,2025-10-01 00:00:00,2025-10-22 00:00:00,2025-11-21 00:00:00,2025-10-17 00:00:00,'-5,$0.00,$32786.24,$32786.24,✔ Pagado,2025-10-22 00:00:00,2025-10-24 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 4 CELDA DE NOX
42692,9,22,Regulares,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-31 00:00:00,2025-09-10 00:00:00,40,$0.00,$928.00,$928,❌ Pago Con Atraso,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,OXIGENO FUERA DE RANGO
42729,15,820,Rodrigo Vega,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-31 00:00:00,2025-08-07 00:00:00,6,$0.00,$24941.53,$24941.53,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
42730,15,821,Rodrigo Vega,2025-08-01 00:00:00,2025-08-04 00:00:00,2025-09-03 00:00:00,2025-08-07 00:00:00,3,$0.00,$24941.53,$24941.53,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
42732,15,827,Rodrigo Vega,2025-08-01 00:00:00,2025-08-19 00:00:00,2025-09-18 00:00:00,2025-08-14 00:00:00,'-5,$0.00,$31176.91,$31176.91,✔ Pagado,2025-08-19 00:00:00,2025-08-21 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42736,15,831,Rodrigo Vega,2025-08-01 00:00:00,2025-08-18 00:00:00,2025-09-17 00:00:00,2025-08-14 00:00:00,'-4,$0.00,$31176.91,$31176.91,✔ Pagado,2025-08-19 00:00:00,2025-08-21 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42738,15,847,Rodrigo Vega,2025-08-01 00:00:00,2025-08-05 00:00:00,2025-09-04 00:00:00,2025-08-21 00:00:00,16,$0.00,$31176.91,$31176.91,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42740,15,849,Rodrigo Vega,2025-08-01 00:00:00,2025-08-05 00:00:00,2025-09-04 00:00:00,2025-08-07 00:00:00,2,$0.00,$31176.91,$31176.91,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42741,15,850,Rodrigo Vega,2025-08-01 00:00:00,2025-08-08 00:00:00,2025-09-07 00:00:00,2025-08-21 00:00:00,13,$0.00,$31176.91,$31176.91,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42742,15,851,Rodrigo Vega,2025-08-01 00:00:00,2025-08-20 00:00:00,2025-09-19 00:00:00,2025-08-07 00:00:00,'-13,$0.00,$31176.91,$31176.91,✔ Pagado,2025-08-12 00:00:00,2025-08-14 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42744,15,868,Rodrigo Vega,2025-08-01 00:00:00,2025-08-22 00:00:00,2025-09-21 00:00:00,2025-08-14 00:00:00,'-8,$0.00,$31176.91,$31176.91,✔ Pagado,2025-08-19 00:00:00,2025-08-21 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42750,15,984,Regulares,2025-08-01 00:00:00,2025-08-04 00:00:00,2025-09-03 00:00:00,2025-08-06 00:00:00,2,$0.00,$31356.89,$31356.89,✔ Pagado,2025-08-11 00:00:00,2025-08-13 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
42753,17,1714,Regulares,2025-08-01 00:00:00,2025-08-21 00:00:00,2025-09-20 00:00:00,2025-09-10 00:00:00,20,$0.00,$17153.51,$17153.51,✔ Pagado,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -3 LINEAS
42762,17,1714,Regulares,2025-08-01 00:00:00,2025-08-21 00:00:00,2025-09-20 00:00:00,2025-09-10 00:00:00,20,$0.00,$435.50,$435.5,✔ Pagado,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,NO ENCIENDE AFORO
42777,15,984,Regulares,2025-08-04 00:00:00,2025-08-18 00:00:00,2025-09-17 00:00:00,2025-09-03 00:00:00,16,$0.00,$18328.00,$18328,✔ Pagado,2025-09-08 00:00:00,2025-09-10 00:00:00,✔ Facturado a Tiempo,5,CALIBRACION DINAMICA - 18 DE AGOSTO 10AM
42783,15,849,Rodrigo Vega,2025-08-04 00:00:00,2025-08-05 00:00:00,2025-09-04 00:00:00,2025-08-21 00:00:00,16,$0.00,$2088.00,$2088,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,REFACCIONES - 2 EXTENSION OBDII 10 M
42845,9,22,Regulares,2025-08-11 00:00:00,2025-08-12 00:00:00,2025-09-11 00:00:00,2025-09-10 00:00:00,29,$0.00,$435.50,$435.5,✔ Pagado,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,UPS ALARMADO Y NO ENCIENDE MSM
42852,30,38,Regulares,2025-08-11 00:00:00,2025-08-13 00:00:00,2025-09-12 00:00:00,2025-08-08 00:00:00,'-5,$0.00,$8120.00,$8120,✔ Pagado,2025-08-13 00:00:00,2025-08-15 00:00:00,✔ Facturado a Tiempo,5,GRAL PRIM - SOPORTE A CALIBRACION DINAMICA
42853,30,106,Especiales,2025-08-11 00:00:00,2025-08-13 00:00:00,2025-09-12 00:00:00,2025-08-08 00:00:00,'-5,$0.00,$4060.00,$4060,✔ Pagado,2025-08-13 00:00:00,2025-08-15 00:00:00,✔ Facturado a Tiempo,5,V-VER-14 - SOPORTE A CALIBRACION DINAMICA
42881,30,107,Especiales,2025-08-12 00:00:00,2025-08-13 00:00:00,2025-09-12 00:00:00,2025-08-08 00:00:00,'-5,$0.00,$9860.00,$9860,✔ Pagado,2025-08-13 00:00:00,2025-08-15 00:00:00,✔ Facturado a Tiempo,5,V-MIN-03 - SOPORTE A CALIBRACION DINAMICA
42882,30,108,Especiales,2025-08-12 00:00:00,2025-08-13 00:00:00,2025-09-12 00:00:00,2025-08-08 00:00:00,'-5,$0.00,$5800.00,$5800,✔ Pagado,2025-08-13 00:00:00,2025-08-15 00:00:00,✔ Facturado a Tiempo,5,V-CSL-02 - SOPORTE A CALIBRACION DINAMICA
42887,9,22,Regulares,2025-08-13 00:00:00,2025-08-16 00:00:00,2025-09-15 00:00:00,2025-09-10 00:00:00,25,$0.00,$174.00,$174,✔ Pagado,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,POSIBLE FUGA INTERNA
42918,15,830,Rodrigo Vega,2025-08-15 00:00:00,2025-08-18 00:00:00,2025-09-17 00:00:00,2025-08-21 00:00:00,3,$0.00,$1044.00,$1044,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,REFACCION= EXT. USO RUDO 10 MTS
42947,17,1717,Regulares,2025-08-19 00:00:00,2025-08-29 00:00:00,2025-09-28 00:00:00,2025-09-12 00:00:00,14,$0.00,$1434.47,$1434.47,✔ Pagado,2025-09-17 00:00:00,2025-09-19 00:00:00,✔ Facturado a Tiempo,5,AL CONECTAR TERMOCOPLA OPACIMETRO SE APAGA Y YA NO ENCIENDE
42960,16,1606,Regulares,2025-08-20 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-08-21 00:00:00,'-11,$0.00,$11049.95,$11049.95,✔ Pagado,2025-08-26 00:00:00,2025-08-28 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO - 1 LINEA
42970,17,1717,Regulares,2025-08-21 00:00:00,2025-09-04 00:00:00,2025-10-04 00:00:00,2025-09-12 00:00:00,8,$0.00,$1624.00,$1624,✔ Pagado,2025-09-17 00:00:00,2025-09-19 00:00:00,✔ Facturado a Tiempo,5,SENSOR OBDII DE ESTATICAS NO DA LECTURAS
43026,9,22,Regulares,2025-08-27 00:00:00,2025-08-27 00:00:00,2025-09-26 00:00:00,2025-09-10 00:00:00,14,$0.00,$3480.00,$3480,✔ Pagado,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,NO PASA COMPROBACION DE CALIBRACION
43071,9,22,Regulares,2025-09-01 00:00:00,2025-09-03 00:00:00,2025-10-03 00:00:00,2025-09-10 00:00:00,7,$0.00,$43246.66,$43246.66,✔ Pagado,2025-09-15 00:00:00,2025-09-17 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
43076,9,39,Regulares,2025-09-01 00:00:00,2025-09-22 00:00:00,2025-10-22 00:00:00,2025-10-23 00:00:00,31,$0.00,$34597.32,$34597.32,✔ Pagado,2025-10-28 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
43100,15,806,Regulares,2025-09-01 00:00:00,2025-09-04 00:00:00,2025-10-04 00:00:00,2025-09-03 00:00:00,'-1,$0.00,$21324.42,$21324.42,✔ Pagado,2025-09-08 00:00:00,2025-09-10 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
43123,15,984,Regulares,2025-09-01 00:00:00,2025-09-02 00:00:00,2025-10-02 00:00:00,2025-09-03 00:00:00,1,$0.00,$29386.98,$29386.98,✔ Pagado,2025-09-08 00:00:00,2025-09-10 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
43348,15,849,Rodrigo Vega,2025-09-24 00:00:00,2025-09-25 00:00:00,2025-10-25 00:00:00,2025-10-23 00:00:00,28,$0.00,$444.55,$444.55,✔ Pagado,2025-10-28 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,5,NO ENCIENDE MONITOR EN POSICIÓN DOS
