Reporte,Estado,Centro,Calificación,Fecha Reporte,Atendido,Fecha Pago,Deuda,Pagos,Total,Estado Pago,Tiempo hasta pago,Falla
35714,9,85,Regulares,2024-01-15 00:00:00,2024-01-19 00:00:00,2024-01-18 00:00:00,$0.00,$6496.00,$6496,✔ Pagado,'-1,REFACCIONES - 1 CELDA DE NOX
35715,33,1,Especiales,2024-01-15 00:00:00,2024-02-16 00:00:00,2024-01-15 00:00:00,$0.00,$56376.00,$56376,✔ Pagado,'-32,"VENTA DE OPACIMETRO PARA JAVIER MARQUES, CENTRO FEDERAL. (TODAVIA NO TIENE SU NUMERODE CENTRO)"
35720,15,849,Rodrigo Vega,2024-01-16 00:00:00,2024-01-16 00:00:00,2024-03-19 00:00:00,$0.00,$870.00,$870,❌ Pago Con Atraso,63,LINEA 4 Y 5 NO PASA FUGAS
35721,9,35,Regulares,2024-01-16 00:00:00,2024-01-24 00:00:00,2024-02-15 00:00:00,$0.00,$6601.56,$6601.56,✔ Pagado,22,NO PASA COMPROBACION DE CALIBRACION
35722,9,34,Regulares,2024-01-16 00:00:00,2024-02-21 00:00:00,2024-02-20 00:00:00,$0.00,$580.00,$580,✔ Pagado,'-1,3 SENSORES DE OBD A REVISION EN LABORATORIO
35723,9,35,Regulares,2024-01-16 00:00:00,2024-01-18 00:00:00,2024-02-15 00:00:00,$0.00,$232.00,$232,✔ Pagado,28,LINEA 4 Y 5 REQUIERE REETIQUETAR PUERTOS DE CONEXIÓN DE GPE POSTERIOR A REVISION DE SMA
35725,30,26,Regulares,2024-01-16 00:00:00,2024-01-20 00:00:00,2024-01-17 00:00:00,$0.00,$5221.51,$5221.51,✔ Pagado,'-3,MANTENIMIENTO PREVENTIVO  - 1 LINEA V-026/B-COR
35726,30,27,Regulares,2024-01-16 00:00:00,2024-01-20 00:00:00,2024-01-17 00:00:00,$0.00,$5221.51,$5221.51,✔ Pagado,'-3,MANTENIMIENTO PREVENTIVO -  1 LINEA V-027-YAN
35727,9,22,Regulares,2024-01-16 00:00:00,2024-01-23 00:00:00,2024-02-21 00:00:00,$0.00,$4633.04,$4633.04,✔ Pagado,29,MANTENIMIENTO MAYOR A MSM
35728,15,821,Rodrigo Vega,2024-01-16 00:00:00,2024-01-17 00:00:00,2024-01-30 00:00:00,$0.00,$3428.96,$3428.96,✔ Pagado,13,MODULO DE MUESTRA NO ENCIENDE (FUSIBLE ROTO)
35730,30,12,Regulares,2024-01-16 00:00:00,2024-01-23 00:00:00,2024-02-01 00:00:00,$0.00,$6033.51,$6033.51,✔ Pagado,9,MANTENIMIENTO PREVENTIVO - 1 LINEA V012-A-POR 23/01
35731,30,13,Regulares,2024-01-16 00:00:00,2024-01-23 00:00:00,2024-02-01 00:00:00,$0.00,$6033.51,$6033.51,✔ Pagado,9,MANTENIMIENTO PREVENTIVO - 1 LINEA V013-COT JUEVES 25 DE ENERO
35734,30,47,Regulares,2024-01-17 00:00:00,2024-01-17 00:00:00,2024-01-17 00:00:00,$0.00,$2900.00,$2900,✔ Pagado,0,V047/B-ACA VERICONGO - SOPORTE REMOTO PARA CALIBRACION DE SENSOR DE OXIGENO
35735,15,830,Rodrigo Vega,2024-01-17 00:00:00,2024-01-24 00:00:00,2024-02-27 00:00:00,$0.00,$7250.00,$7250,❌ Pago Con Atraso,34,VARIACION DE PRESION EN AIRE CERO
35736,15,832,Regulares,2024-01-17 00:00:00,2024-01-19 00:00:00,2024-01-19 00:00:00,$0.00,$6032.00,$6032,✔ Pagado,0,REFACCIONES - 1 OBD DE CAPTURA Y 1 OBD PARA RPMS
35741,30,21,Regulares,2024-01-17 00:00:00,2024-01-19 00:00:00,2024-01-19 00:00:00,$0.00,$2900.00,$2900,✔ Pagado,0,LA BOCANA - INSTALACION DE PROGRAMA DE CAPTURA DE DIESEL
35742,15,827,Rodrigo Vega,2024-01-17 00:00:00,2024-01-22 00:00:00,2024-02-27 00:00:00,$0.00,$2552.00,$2552,❌ Pago Con Atraso,36,"REFACCIONES - 10 HUB, 1 EXT. ACTIVA USB 10 M, 10 BATERIA P/CPU"
35743,15,827,Rodrigo Vega,2024-01-17 00:00:00,2024-01-22 00:00:00,2024-02-27 00:00:00,$0.00,$4466.00,$4466,❌ Pago Con Atraso,36,REFACCIONES - 1 TACOMETRO OPTICO
35745,17,1715,Regulares,2024-01-17 00:00:00,2024-01-30 00:00:00,2024-01-19 00:00:00,$0.00,$1160.00,$1160,✔ Pagado,'-11,FUGA EN BOMBA (REQUIERE CAMBIO DE DIAFRAGMA)
35747,15,820,Rodrigo Vega,2024-01-18 00:00:00,2024-02-15 00:00:00,2024-02-23 00:00:00,$0.00,$4408.00,$4408,✔ Pagado,8,REFACCIONES - 4 EXTENSION RPM C/CONECTOR CANNON
35757,15,402,Regulares,2024-01-19 00:00:00,2024-05-13 00:00:00,2024-02-21 00:00:00,$0.00,$464.00,$464,✔ Pagado,'-82,REFACCIONES - 2 VENTILADORES PARA MSM Y MCEP
35763,15,401,Regulares,2024-01-19 00:00:00,2024-02-14 00:00:00,2024-02-12 00:00:00,$0.00,$6728.00,$6728,✔ Pagado,'-2,"CELDA DE NOX NO AJUSTA (REQUIERE CAMBIO), VENTILADOR MSM NO GIRA"
35765,9,22,Regulares,2024-01-19 00:00:00,2024-01-23 00:00:00,2024-01-23 00:00:00,$0.00,$1160.00,$1160,✔ Pagado,0,REFACCIONES - 2 PUERTOS DE COMPROBACION DE FUGAS
35767,9,35,Regulares,2024-01-20 00:00:00,2024-02-01 00:00:00,2024-02-15 00:00:00,$0.00,$5149.59,$5149.59,✔ Pagado,14,MARCA SQL
35768,9,35,Regulares,2024-01-22 00:00:00,2024-01-22 00:00:00,2024-02-15 00:00:00,$0.00,$2263.39,$2263.39,✔ Pagado,24,LECTURA DE O2 QUE REPORTA EL BANCO OPTICO ESTA FUERA DE LAS TOLERANCIAS ESTABLECIDAS
35772,9,53,MAC´s,2024-01-22 00:00:00,2024-01-22 00:00:00,2024-03-22 00:00:00,$0.00,$232.00,$232,❌ Pago Con Atraso,60,MAS DE LECTURAS 15 EN EL ÚLTIMO MINUTO
35773,15,868,Rodrigo Vega,2024-01-22 00:00:00,2024-01-22 00:00:00,2024-02-27 00:00:00,$0.00,$6496.00,$6496,❌ Pago Con Atraso,36,NO APRUEBA CALIBRACION DE GASES POR NIVEL DE NOX (REQUIERE CAMBIO DE CELDA)
35777,15,801,Regulares,2024-01-22 00:00:00,2024-01-24 00:00:00,2024-01-30 00:00:00,$0.00,$1218.00,$1218,✔ Pagado,6,COMPUTADORA DE PRUEBA SE REINICIA (ADAPTADOR SERIAL)
35780,9,10,Regulares,2024-01-22 00:00:00,2024-01-24 00:00:00,2024-01-31 00:00:00,$0.00,$2320.00,$2320,✔ Pagado,7,OXIGENO FUERA DE RANGO
35783,13,9,Regulares,2024-01-23 00:00:00,2024-01-24 00:00:00,2024-03-13 00:00:00,$0.00,$116.00,$116,❌ Pago Con Atraso,49,NO ENCIENDE LINEA DESDE SU INTERRUPTOR GENERAL
35788,9,67,Especiales,2024-01-23 00:00:00,2024-01-23 00:00:00,2024-02-29 00:00:00,$0.00,$2296.80,$2296.8,❌ Pago Con Atraso,37,REFACCIONES - 6 PIPETAS FLEXIBLES
35790,30,47,Regulares,2024-01-23 00:00:00,2024-01-24 00:00:00,2024-01-23 00:00:00,$0.00,$10673.51,$10673.51,✔ Pagado,'-1,MANTENIMIENTO PREVENTIVO - 1 LINEA V047/A-ACA 25/1/24
35791,13,2,Regulares,2024-01-23 00:00:00,2024-01-26 00:00:00,2024-05-07 00:00:00,$0.00,$8700.00,$8700,❌ Pago Con Atraso,102,APOYO A LABORATORIO PARA CALIBRACION DINAMICA SEMESTRAL 26/1/24 3 LINEAS
35792,9,44,MAC´s,2024-01-23 00:00:00,2024-01-26 00:00:00,2024-01-23 00:00:00,$0.00,$684.40,$684.4,✔ Pagado,'-3,NO COMUNICA MCS
35793,30,12,Regulares,2024-01-23 00:00:00,2024-01-23 00:00:00,2024-01-23 00:00:00,$0.00,$6994.80,$6994.8,✔ Pagado,0,V012/A-POR - REFACCIONES - 1 CELDA DE NOX
35794,15,420,Regulares,2024-01-23 00:00:00,2024-01-25 00:00:00,2024-02-09 00:00:00,$0.00,$2900.00,$2900,✔ Pagado,15,CALIBRACION DINAMICA - JUEVES 25 DE ENERO 10:30 AM
35797,13,6,Regulares,2024-01-24 00:00:00,2024-01-30 00:00:00,2024-02-28 00:00:00,$0.00,$1740.00,$1740,✔ Pagado,29,OPACIMETRO NO COMUNICA
35801,9,83,Regulares,2024-01-24 00:00:00,2024-01-24 00:00:00,2024-01-27 00:00:00,$0.00,$11600.00,$11600,✔ Pagado,3,CALIBRACION DINAMICA MENSUAL
35802,33,249,Regulares,2024-01-24 00:00:00,2024-02-14 00:00:00,2024-02-02 00:00:00,$0.00,$1160.00,$1160,✔ Pagado,'-12,REVISION GENERAL DE OPACIMETRO
35803,33,249,Regulares,2024-01-24 00:00:00,2024-02-14 00:00:00,2024-02-02 00:00:00,$0.00,$4374.59,$4374.59,✔ Pagado,'-12,REVISION GENERAL DE MSM
35804,15,827,Rodrigo Vega,2024-01-24 00:00:00,2024-01-25 00:00:00,2024-04-19 00:00:00,$0.00,$696.00,$696,❌ Pago Con Atraso,85,"POSICION 1 SE REINICIA CONSTANTEMENTE, SOLICITAN FORMATEO"
35805,30,35,Regulares,2024-01-24 00:00:00,2024-01-29 00:00:00,2024-01-25 00:00:00,$0.00,$8006.00,$8006,✔ Pagado,'-4,V-035-VER/02 JB LOBOS REFACCIONES - 1 MANIFOLD COMPLETO Y 1 LLAVE DE ACTIVACION DE PROGRAMA
35809,33,249,Regulares,2024-01-24 00:00:00,2024-01-29 00:00:00,2024-02-02 00:00:00,$0.00,$5800.00,$5800,✔ Pagado,4,"REUBICACIÓN DE EQUIPO DE VERIFICACIÓN Y CAMBIO DE TIPO DE CENTRO 23/1/24, REVISIÓN MCEP"
35810,9,22,Regulares,2024-01-25 00:00:00,2024-02-09 00:00:00,2024-02-21 00:00:00,$0.00,$13804.00,$13804,✔ Pagado,12,INESTABILIDAD EN CANAL DE BANCA (NOT ACC)
35811,30,27,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-25 00:00:00,$0.00,$986.00,$986,✔ Pagado,'-4,V-027-ORI REFACCIONES - 1 TARJETA ENSAMBLADA PARA BASE DE CELDA DE NOX
35812,15,415,Regulares,2024-01-25 00:00:00,2024-01-25 00:00:00,2024-02-28 00:00:00,$0.00,$417.60,$417.6,❌ Pago Con Atraso,34,NO PASA FUGAS
35813,17,1713,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-26 00:00:00,$0.00,$18619.25,$18619.25,✔ Pagado,'-3,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35815,17,1714,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-26 00:00:00,$0.00,$18620.16,$18620.16,✔ Pagado,'-3,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35816,17,1715,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-26 00:00:00,$0.00,$18620.16,$18620.16,✔ Pagado,'-3,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35817,17,1716,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-09 00:00:00,$0.00,$18620.16,$18620.16,✔ Pagado,11,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35818,17,1717,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-30 00:00:00,$0.00,$18620.16,$18620.16,✔ Pagado,1,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35819,17,1719,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-26 00:00:00,$0.00,$18620.16,$18620.16,✔ Pagado,'-3,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35820,17,1720,Regulares,2024-01-25 00:00:00,2024-01-13 00:00:00,2024-01-26 00:00:00,$0.00,$26561.07,$26561.07,✔ Pagado,13,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 2 CELDA NOX, 2 SENSOR OXIGENO"
35821,17,1721,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-26 00:00:00,$0.00,$18620.16,$18620.16,✔ Pagado,'-3,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35822,17,1722,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-26 00:00:00,$0.00,$18620.16,$18620.16,✔ Pagado,'-3,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35824,9,44,MAC´s,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-26 00:00:00,$0.00,$6496.00,$6496,✔ Pagado,'-3,REFACCIONES- 1 CELDA DE NOX
35825,35,306,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-01-27 00:00:00,$0.00,$2900.00,$2900,✔ Pagado,'-2,"REVISION DE CAMARA, INDICA UN MENSAJE QUE PRESENTA 0 CONEXIÓN"
35829,17,1717,Regulares,2024-01-26 00:00:00,2024-01-30 00:00:00,2024-01-31 00:00:00,$0.00,$278.40,$278.4,✔ Pagado,1,FUGA INTERNA EN GAS DE BAJA
35833,15,915,Regulares,2024-01-26 00:00:00,2024-01-29 00:00:00,2024-02-09 00:00:00,$0.00,$1740.00,$1740,✔ Pagado,11,CONFIGURACION DE CPU DE POSICION 2
35836,9,4,Regulares,2024-01-26 00:00:00,2024-01-26 00:00:00,2024-02-20 00:00:00,$0.00,$139.20,$139.2,✔ Pagado,25,CPU DE EMISIONES NO DA VIDEO
35843,15,916,Regulares,2024-01-29 00:00:00,2024-02-02 00:00:00,2024-09-27 00:00:00,$0.00,$2900.00,$2900,❌ Pago Con Atraso,238,NO MARCA PESO
35855,9,53,MAC´s,2024-01-30 00:00:00,2024-01-31 00:00:00,2024-01-31 00:00:00,$0.00,$6496.00,$6496,✔ Pagado,0,NOX FUERA DE RANGO
35858,17,1713,Regulares,2024-01-30 00:00:00,2024-01-30 00:00:00,2024-01-31 00:00:00,$0.00,$11798.13,$11798.13,✔ Pagado,1,"REFACCIONES - 10 PIPETA RIGIDA, 2 SONDA COMPLETA"
35859,17,1714,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$8272.42,$8272.42,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 1 SONDA COMPLETA"
35860,17,1715,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$11798.13,$11798.13,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 2 SONDA COMPLETA"
35861,17,1716,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$11798.13,$11798.13,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 2 SONDA COMPLETA"
35862,17,1717,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$11798.13,$11798.13,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 2 SONDA COMPLETA"
35863,17,1719,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$14756.13,$14756.13,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 1 SONDA COMPLETA, 30 FILTROS DE PAPEL"
35864,17,1720,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$18281.83,$18281.83,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 3 SONDA COMPLETA, 30 FILTROS DE PAPEL"
35865,17,1721,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$10244.42,$10244.42,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 1 SONDA COMPLETA, 20 FILTROS DE PAPEL"
35866,17,1722,Regulares,2024-01-30 00:00:00,2024-02-26 00:00:00,2024-01-31 00:00:00,$0.00,$10244.19,$10244.19,✔ Pagado,'-26,"REFACCIONES - 10 PIPETA RIGIDA, 1 SONDA COMPLETA, 20 FILTROS DE PAPEL"
35867,9,10,Regulares,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-02-29 00:00:00,$0.00,$232.00,$232,✔ Pagado,29,HC FUERA DE RANGO
35868,15,849,Rodrigo Vega,2024-01-31 00:00:00,2024-02-13 00:00:00,2024-04-09 00:00:00,$0.00,$6496.00,$6496,❌ Pago Con Atraso,56,NO CALIBRA POR RESPUESTA LENTA DE NOX (REQUIERE CAMBIO)
35869,15,850,Rodrigo Vega,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-02-12 00:00:00,$0.00,$6496.00,$6496,✔ Pagado,12,NIVEL DE NOX INESTABLE (REQUIERE CAMBIO)
35870,9,2,MAC´s,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-03-22 00:00:00,$0.00,$243.60,$243.6,❌ Pago Con Atraso,51,RECEPTACULO DE OBDII ROTO
35874,9,35,Regulares,2024-01-31 00:00:00,2024-02-01 00:00:00,2024-02-15 00:00:00,$0.00,$580.00,$580,✔ Pagado,14,NO DETECTA OBDII
35875,9,3,Regulares,2024-01-31 00:00:00,2024-01-31 00:00:00,2024-04-28 00:00:00,$0.00,$6496.00,$6496,❌ Pago Con Atraso,88,REFACCIONES - 1 CELDA DE NOX
35876,9,11,Regulares,2024-01-31 00:00:00,2024-01-23 00:00:00,2024-02-14 00:00:00,$0.00,$1223.80,$1223.8,✔ Pagado,22,"REFACCIONES - 3 LEDS BICOLOR, 4 PASAMUROS 8MM, 1 CONECTOR ""T"", 1 CONECTOR CHECK 8MM, 1 CONECTOR RÁPIDO PARA FUGAS."
35879,9,2,MAC´s,2024-02-01 00:00:00,2024-02-23 00:00:00,2024-02-15 00:00:00,$0.00,$38171.25,$38171.25,✔ Pagado,'-8,MANTENIMIENTO PREVENTIVO -5 LINEAS
35880,9,3,Regulares,2024-02-01 00:00:00,2024-02-01 00:00:00,2024-02-28 00:00:00,$0.00,$31905.80,$31905.8,✔ Pagado,27,MANTENIMIENTO PREVENTIVO -4 LINEAS
35881,9,4,Regulares,2024-02-01 00:00:00,2024-02-26 00:00:00,2024-04-03 00:00:00,$0.00,$31905.80,$31905.8,❌ Pago Con Atraso,37,MANTENIMIENTO PREVENTIVO -4 LINEAS
35882,9,5,Regulares,2024-02-01 00:00:00,2024-02-28 00:00:00,2024-03-12 00:00:00,$0.00,$45805.50,$45805.5,✔ Pagado,13,MANTENIMIENTO PREVENTIVO -6 LINEAS
35883,9,10,Regulares,2024-02-01 00:00:00,2024-02-15 00:00:00,2024-02-29 00:00:00,$0.00,$45805.50,$45805.5,✔ Pagado,14,MANTENIMIENTO PREVENTIVO -6 LINEAS
35884,9,11,Regulares,2024-02-01 00:00:00,2024-02-21 00:00:00,2024-03-21 00:00:00,$0.00,$22902.75,$22902.75,✔ Pagado,29,MANTENIMIENTO PREVENTIVO -3 LINEAS
35885,9,22,Regulares,2024-02-01 00:00:00,2024-02-27 00:00:00,2024-02-27 00:00:00,$0.00,$38171.25,$38171.25,✔ Pagado,0,MANTENIMIENTO PREVENTIVO -5 LINEAS
35886,9,34,Regulares,2024-02-01 00:00:00,2024-02-28 00:00:00,2024-03-12 00:00:00,$0.00,$38171.25,$38171.25,✔ Pagado,13,MANTENIMIENTO PREVENTIVO -5 LINEAS
35887,9,35,Regulares,2024-02-01 00:00:00,2024-02-20 00:00:00,2024-03-12 00:00:00,$0.00,$45805.50,$45805.5,✔ Pagado,21,MANTENIMIENTO PREVENTIVO -6 LINEAS
35888,9,37,MAC´s,2024-02-01 00:00:00,2024-02-26 00:00:00,2024-02-29 00:00:00,$0.00,$30537.00,$30537,✔ Pagado,3,MANTENIMIENTO PREVENTIVO -4 LINEAS
35889,9,38,MAC´s,2024-02-01 00:00:00,2024-02-16 00:00:00,2024-02-24 00:00:00,$0.00,$30537.00,$30537,✔ Pagado,8,MANTENIMIENTO PREVENTIVO -4 LINEAS
35890,9,39,Regulares,2024-02-01 00:00:00,2024-02-27 00:00:00,2024-04-30 00:00:00,$0.00,$31905.80,$31905.8,❌ Pago Con Atraso,63,MANTENIMIENTO PREVENTIVO -4 LINEAS
35892,9,43,MAC´s,2024-02-01 00:00:00,2024-02-12 00:00:00,2024-02-29 00:00:00,$0.00,$31905.80,$31905.8,✔ Pagado,17,MANTENIMIENTO PREVENTIVO -4 LINEAS
35893,9,44,MAC´s,2024-02-01 00:00:00,2024-02-06 00:00:00,2024-02-15 00:00:00,$0.00,$22902.75,$22902.75,✔ Pagado,9,MANTENIMIENTO PREVENTIVO -3 LINEAS
35894,9,49,MAC´s,2024-02-01 00:00:00,2024-02-29 00:00:00,2024-02-29 00:00:00,$0.00,$23929.35,$23929.35,✔ Pagado,0,MANTENIMIENTO PREVENTIVO -3 LINEAS
35895,9,53,MAC´s,2024-02-01 00:00:00,2024-02-26 00:00:00,2024-02-24 00:00:00,$0.00,$38171.25,$38171.25,✔ Pagado,'-2,MANTENIMIENTO PREVENTIVO -5 LINEAS
35896,9,65,65,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-04-30 00:00:00,$0.00,$30537.00,$30537,❌ Pago Con Atraso,76,MANTENIMIENTO PREVENTIVO -4 LINEAS
35897,9,67,Especiales,2024-02-01 00:00:00,2024-02-06 00:00:00,2024-02-29 00:00:00,$0.00,$23929.35,$23929.35,✔ Pagado,23,MANTENIMIENTO PREVENTIVO -3 LINEAS
35898,9,83,Regulares,2024-02-01 00:00:00,2024-02-15 00:00:00,2024-02-24 00:00:00,$0.00,$30537.00,$30537,✔ Pagado,9,MANTENIMIENTO PREVENTIVO -4 LINEAS
35899,9,85,Regulares,2024-02-01 00:00:00,2024-02-29 00:00:00,2024-04-18 00:00:00,$0.00,$30537.00,$30537,❌ Pago Con Atraso,49,MANTENIMIENTO PREVENTIVO -4 LINEAS
35900,13,1,Regulares,2024-02-01 00:00:00,2024-02-12 00:00:00,2024-03-13 00:00:00,$0.00,$0.00,$0,✔ Pagado,30,MANTENIMIENTO PREVENTIVO -4 LINEAS
35901,13,2,Regulares,2024-02-01 00:00:00,2024-02-16 00:00:00,2024-02-28 00:00:00,$0.00,$17491.18,$17491.18,✔ Pagado,12,MANTENIMIENTO PREVENTIVO -3 LINEAS
35902,13,3,Regulares,2024-02-01 00:00:00,2024-02-13 00:00:00,2024-03-06 00:00:00,$0.00,$20314.85,$20314.85,✔ Pagado,22,MANTENIMIENTO PREVENTIVO -5 LINEAS
35903,13,5,Regulares,2024-02-01 00:00:00,2024-02-16 00:00:00,2024-03-13 00:00:00,$0.00,$29151.96,$29151.96,✔ Pagado,26,MANTENIMIENTO PREVENTIVO -5 LINEAS
35904,13,6,Regulares,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-03-06 00:00:00,$0.00,$29151.96,$29151.96,✔ Pagado,21,MANTENIMIENTO PREVENTIVO -5 LINEAS
35905,13,7,Regulares,2024-02-01 00:00:00,2024-02-13 00:00:00,2024-03-26 00:00:00,$0.00,$650.53,$650.53,❌ Pago Con Atraso,42,MANTENIMIENTO PREVENTIVO -4 LINEAS
35906,13,8,Regulares,2024-02-01 00:00:00,2024-02-15 00:00:00,2024-03-06 00:00:00,$0.00,$11660.78,$11660.78,✔ Pagado,20,MANTENIMIENTO PREVENTIVO -2 LINEAS
35907,13,9,Regulares,2024-02-01 00:00:00,2024-02-13 00:00:00,2024-03-13 00:00:00,$0.00,$23321.57,$23321.57,✔ Pagado,29,MANTENIMIENTO PREVENTIVO -4 LINEAS
35908,13,11,Regulares,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-03-06 00:00:00,$0.00,$23321.57,$23321.57,✔ Pagado,21,MANTENIMIENTO PREVENTIVO -4 LINEAS
35909,15,401,Regulares,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-02-29 00:00:00,$0.00,$5904.02,$5904.02,✔ Pagado,15,MANTENIMIENTO PREVENTIVO -1 LINEAS
35910,15,402,Regulares,2024-02-01 00:00:00,2024-02-19 00:00:00,2024-02-21 00:00:00,$0.00,$5904.02,$5904.02,✔ Pagado,2,MANTENIMIENTO PREVENTIVO -1 LINEAS
35911,15,415,Regulares,2024-02-01 00:00:00,2024-02-19 00:00:00,2024-03-22 00:00:00,$0.00,$5904.02,$5904.02,❌ Pago Con Atraso,32,MANTENIMIENTO PREVENTIVO -1 LINEAS
35912,15,420,Regulares,2024-02-01 00:00:00,2024-02-16 00:00:00,2024-03-05 00:00:00,$0.00,$5904.02,$5904.02,✔ Pagado,18,MANTENIMIENTO PREVENTIVO -1 LINEAS
35913,15,801,Regulares,2024-02-01 00:00:00,2024-02-09 00:00:00,2024-02-16 00:00:00,$0.00,$22988.56,$22988.56,✔ Pagado,7,MANTENIMIENTO PREVENTIVO -4 LINEAS
35914,15,805,Regulares,2024-02-01 00:00:00,2024-02-15 00:00:00,2024-02-08 00:00:00,$0.00,$17241.42,$17241.42,✔ Pagado,'-7,MANTENIMIENTO PREVENTIVO -3 LINEAS 15/2/24
35915,15,806,Regulares,2024-02-01 00:00:00,2024-02-06 00:00:00,2024-02-08 00:00:00,$0.00,$22988.56,$22988.56,✔ Pagado,2,MANTENIMIENTO PREVENTIVO -4 LINEAS
35916,15,818,Regulares,2024-02-01 00:00:00,2024-02-28 00:00:00,2024-04-15 00:00:00,$0.00,$28735.69,$28735.69,❌ Pago Con Atraso,47,MANTENIMIENTO PREVENTIVO -5 LINEAS
35917,15,820,Rodrigo Vega,2024-02-01 00:00:00,2024-02-12 00:00:00,2024-02-16 00:00:00,$0.00,$22988.56,$22988.56,✔ Pagado,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
35918,15,821,Rodrigo Vega,2024-02-01 00:00:00,2024-02-09 00:00:00,2024-02-23 00:00:00,$0.00,$22987.35,$22987.35,✔ Pagado,14,MANTENIMIENTO PREVENTIVO -4 LINEAS
35919,15,823,Rodrigo Vega,2024-02-01 00:00:00,2024-02-22 00:00:00,2024-02-27 00:00:00,$0.00,$28735.69,$28735.69,✔ Pagado,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
35920,15,827,Rodrigo Vega,2024-02-01 00:00:00,2024-02-28 00:00:00,2024-02-16 00:00:00,$0.00,$28735.69,$28735.69,✔ Pagado,'-12,MANTENIMIENTO PREVENTIVO -5 LINEAS
35921,15,828,Rodrigo Vega,2024-02-01 00:00:00,2024-02-13 00:00:00,2024-02-23 00:00:00,$0.00,$28735.69,$28735.69,✔ Pagado,10,MANTENIMIENTO PREVENTIVO -5 LINEAS
35922,15,829,Rodrigo Vega,2024-02-01 00:00:00,2024-02-16 00:00:00,2024-03-01 00:00:00,$0.00,$28735.69,$28735.69,✔ Pagado,14,MANTENIMIENTO PREVENTIVO -5 LINEAS
35923,15,830,Rodrigo Vega,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-02-16 00:00:00,$0.00,$17241.42,$17241.42,✔ Pagado,2,MANTENIMIENTO PREVENTIVO -3 LINEAS
35924,15,831,Rodrigo Vega,2024-02-01 00:00:00,2024-02-11 00:00:00,2024-02-16 00:00:00,$0.00,$28735.69,$28735.69,✔ Pagado,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
